MEASURE	INDEX	SECTOR	INDUSTRY	REGION	TSEST	FREQUENCY	attrs.df	obsTime	obsValue
1	THRPEB	7	-	0	30	Q	P3M	1997-Q3	66.7
1	THRPEB	7	-	0	30	Q	P3M	1997-Q4	67.2
1	THRPEB	7	-	0	30	Q	P3M	1998-Q1	67.8
1	THRPEB	7	-	0	30	Q	P3M	1998-Q2	68.3
1	THRPEB	7	-	0	30	Q	P3M	1998-Q3	68.8
1	THRPEB	7	-	0	30	Q	P3M	1998-Q4	69.4
1	THRPEB	7	-	0	30	Q	P3M	1999-Q1	69.9
1	THRPEB	7	-	0	30	Q	P3M	1999-Q2	70.4
1	THRPEB	7	-	0	30	Q	P3M	1999-Q3	70.9
1	THRPEB	7	-	0	30	Q	P3M	1999-Q4	71.4
1	THRPEB	7	-	0	30	Q	P3M	2000-Q1	71.9
1	THRPEB	7	-	0	30	Q	P3M	2000-Q2	72.5
1	THRPEB	7	-	0	30	Q	P3M	2000-Q3	73.1
1	THRPEB	7	-	0	30	Q	P3M	2000-Q4	73.8
1	THRPEB	7	-	0	30	Q	P3M	2001-Q1	74.5
1	THRPEB	7	-	0	30	Q	P3M	2001-Q2	75.1
1	THRPEB	7	-	0	30	Q	P3M	2001-Q3	75.7
1	THRPEB	7	-	0	30	Q	P3M	2001-Q4	76.3
1	THRPEB	7	-	0	30	Q	P3M	2002-Q1	76.9
1	THRPEB	7	-	0	30	Q	P3M	2002-Q2	77.5
1	THRPEB	7	-	0	30	Q	P3M	2002-Q3	78.2
1	THRPEB	7	-	0	30	Q	P3M	2002-Q4	78.9
1	THRPEB	7	-	0	30	Q	P3M	2003-Q1	79.6
1	THRPEB	7	-	0	30	Q	P3M	2003-Q2	80.3
1	THRPEB	7	-	0	30	Q	P3M	2003-Q3	81.1
1	THRPEB	7	-	0	30	Q	P3M	2003-Q4	81.8
1	THRPEB	7	-	0	30	Q	P3M	2004-Q1	82.5
1	THRPEB	7	-	0	30	Q	P3M	2004-Q2	83.2
1	THRPEB	7	-	0	30	Q	P3M	2004-Q3	83.9
1	THRPEB	7	-	0	30	Q	P3M	2004-Q4	84.8
1	THRPEB	7	-	0	30	Q	P3M	2005-Q1	85.7
1	THRPEB	7	-	0	30	Q	P3M	2005-Q2	86.5
1	THRPEB	7	-	0	30	Q	P3M	2005-Q3	87.4
1	THRPEB	7	-	0	30	Q	P3M	2005-Q4	88.3
1	THRPEB	7	-	0	30	Q	P3M	2006-Q1	89.2
1	THRPEB	7	-	0	30	Q	P3M	2006-Q2	90.1
1	THRPEB	7	-	0	30	Q	P3M	2006-Q3	91
1	THRPEB	7	-	0	30	Q	P3M	2006-Q4	91.9
1	THRPEB	7	-	0	30	Q	P3M	2007-Q1	92.8
1	THRPEB	7	-	0	30	Q	P3M	2007-Q2	93.7
1	THRPEB	7	-	0	30	Q	P3M	2007-Q3	94.7
1	THRPEB	7	-	0	30	Q	P3M	2007-Q4	95.6
1	THRPEB	7	-	0	30	Q	P3M	2008-Q1	96.6
1	THRPEB	7	-	0	30	Q	P3M	2008-Q2	97.7
1	THRPEB	7	-	0	30	Q	P3M	2008-Q3	98.7
1	THRPEB	7	-	0	30	Q	P3M	2008-Q4	99.7
1	THRPEB	7	-	0	30	Q	P3M	2009-Q1	100.6
1	THRPEB	7	-	0	30	Q	P3M	2009-Q2	101.4
1	THRPEB	7	-	0	30	Q	P3M	2009-Q3	101.8
1	THRPEB	7	-	0	30	Q	P3M	2009-Q4	102.6
1	THRPEB	7	-	0	30	Q	P3M	2010-Q1	103.5
1	THRPEB	7	-	0	30	Q	P3M	2010-Q2	104.5
1	THRPEB	7	-	0	30	Q	P3M	2010-Q3	105.5
1	THRPEB	7	-	0	30	Q	P3M	2010-Q4	106.6
1	THRPEB	7	-	0	30	Q	P3M	2011-Q1	107.5
1	THRPEB	7	-	0	30	Q	P3M	2011-Q2	108.5
1	THRPEB	7	-	0	30	Q	P3M	2011-Q3	109.4
1	THRPEB	7	-	0	30	Q	P3M	2011-Q4	110.4
1	THRPEB	7	-	0	30	Q	P3M	2012-Q1	111.5
1	THRPEB	7	-	0	30	Q	P3M	2012-Q2	112.4
1	THRPEB	7	-	0	30	Q	P3M	2012-Q3	113.4
1	THRPEB	7	-	0	30	Q	P3M	2012-Q4	114.2
1	THRPEB	7	-	0	30	Q	P3M	2013-Q1	115
1	THRPEB	7	-	0	30	Q	P3M	2013-Q2	115.7
1	THRPEB	7	-	0	30	Q	P3M	2013-Q3	116.5
1	THRPEB	7	-	0	30	Q	P3M	2013-Q4	117.2
1	THRPEB	7	-	0	30	Q	P3M	2014-Q1	118
1	THRPEB	7	-	0	30	Q	P3M	2014-Q2	118.7
1	THRPEB	7	-	0	30	Q	P3M	2014-Q3	119.4
1	THRPEB	7	-	0	30	Q	P3M	2014-Q4	120.1
1	THRPEB	7	-	0	30	Q	P3M	2015-Q1	120.8
1	THRPEB	7	-	0	30	Q	P3M	2015-Q2	121.4
1	THRPEB	7	-	0	30	Q	P3M	2015-Q3	122.1
1	THRPEB	7	-	0	30	Q	P3M	2015-Q4	122.7
